unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
{79A74E21-C7E9-1289-E053-6B04A8C01627},175000,2018-09-28 00:00,LE10 0LR,S,N,F,60,"",STRATHMORE ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{79A74E21-C9E8-1289-E053-6B04A8C01627},175000,2018-09-27 00:00,LE65 2NJ,S,N,F,21,"",WOODSIDE,"",ASHBY-DE-LA-ZOUCH,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{79A74E21-C7F9-1289-E053-6B04A8C01627},125500,2018-09-21 00:00,LE10 1SN,S,N,F,92,"",ASHBY ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{CD5A9DCC-0EED-310A-E053-6C04A8C00A1F},115000,2018-10-29 00:00,LE9 7DT,F,N,L,16,"",BURGESS DRIVE,EARL SHILTON,LEICESTER,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{B82222ED-036E-6691-E053-6B04A8C02FB2},145000,2018-06-27 00:00,LE67 6HN,T,N,F,41,"",LEICESTER ROAD,"",IBSTOCK,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{DE2D0CE0-8B65-51EE-E053-6C04A8C00671},2050000,2018-01-31 00:00,LE13 0RY,O,N,F,2,"",EASTON CLOSE,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,B,A
{8A78B2AF-BF43-5CB0-E053-6B04A8C0F504},135000,2018-07-26 00:00,LE10 1HL,S,N,F,74A,"",LONDON ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{75050A86-1364-9A88-E053-6B04A8C02390},247500,2018-07-20 00:00,LE11 3HL,S,N,F,12,"",WREN CLOSE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{75050A86-1373-9A88-E053-6B04A8C02390},218000,2018-07-23 00:00,LE16 9EN,O,N,F,43,"",LATHKILL STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,B,A
{8355F009-26B2-55C5-E053-6B04A8C0D090},145000,2018-10-17 00:00,LE11 2EG,D,N,F,8C,"",PARK STREET,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{8355F009-282C-55C5-E053-6B04A8C0D090},138000,2018-11-30 00:00,LE17 4NL,F,N,L,WILLOW COURT,7,CENTRAL AVENUE,"",LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,A
{7E86B6FB-B09D-458C-E053-6B04A8C0C84C},185000,2018-11-19 00:00,LE11 5DW,T,N,F,100,"",LEOPOLD STREET,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{773788C2-D6B2-2CE4-E053-6C04A8C05E57},195000,2018-08-24 00:00,LE11 1LT,D,N,F,59,"",BRUSH DRIVE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{773788C2-D4FF-2CE4-E053-6C04A8C05E57},95000,2018-08-17 00:00,LE18 4TR,F,N,L,34,"",JASMINE COURT,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{773788C2-D715-2CE4-E053-6C04A8C05E57},210000,2018-07-04 00:00,LE65 2JB,T,N,F,19,"",DREW COURT,"",ASHBY-DE-LA-ZOUCH,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{773788C2-D745-2CE4-E053-6C04A8C05E57},165000,2018-06-29 00:00,LE16 9GN,F,N,L,18,"",FRESHMAN WAY,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{773788C2-D5B6-2CE4-E053-6C04A8C05E57},579000,2018-08-20 00:00,LE11 3PA,D,N,F,1,"",LOWER GREEN,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{773788C2-D602-2CE4-E053-6C04A8C05E57},160000,2018-08-14 00:00,LE18 2BY,S,N,F,34,"",SEATON ROAD,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{773788C2-D61E-2CE4-E053-6C04A8C05E57},105000,2018-07-23 00:00,LE10 0BY,F,N,L,30,"",TRINITY COURT,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{2131FCF6-D8E4-86E8-E063-4804A8C0372B},125000,2018-06-01 00:00,LE17 4DY,O,N,F,"THE OLD MIGISTRATES COURT, 5","",GILMORTON ROAD,"",LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,B,A
{726BF13A-F66C-0A46-E053-6C04A8C01D0D},340000,2018-06-08 00:00,LE16 8BG,D,N,F,11,"",ROOKWELL DRIVE,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{726BF13A-F684-0A46-E053-6C04A8C01D0D},415000,2018-07-06 00:00,LE16 9HD,T,N,F,81,"",NORTHAMPTON ROAD,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{726BF13A-F6B6-0A46-E053-6C04A8C01D0D},201500,2018-06-29 00:00,LE10 0FL,D,N,F,35,"",APPLEBEES MEADOW,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{726BF13A-F6FF-0A46-E053-6C04A8C01D0D},305000,2018-06-22 00:00,LE16 8BL,F,N,L,THE OLD COFFEE MILLS,11,SPRINGFIELD STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{726BF13A-F95E-0A46-E053-6C04A8C01D0D},127500,2018-06-25 00:00,LE18 4SR,T,N,F,31,"",KIRKDALE ROAD,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{7E86B6FB-05A1-458C-E053-6B04A8C0C84C},137000,2018-10-26 00:00,LE10 0YJ,F,N,F,27,"",SANSOME DRIVE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{7E86B6FB-03D9-458C-E053-6B04A8C0C84C},284950,2018-11-23 00:00,LE7 7NP,S,N,F,4,"",PADDOCK CLOSE,ROTHLEY,LEICESTER,CHARNWOOD,LEICESTERSHIRE,A,A
{7E86B6FB-05EC-458C-E053-6B04A8C0C84C},192500,2018-12-07 00:00,LE67 9PP,S,N,F,172,"",LITTLE SHAW LANE,"",MARKFIELD,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{7E86B6FB-049E-458C-E053-6B04A8C0C84C},720000,2018-11-30 00:00,LE67 6JL,D,N,F,103,"",STATION ROAD,"",IBSTOCK,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{7E86B6FB-04ED-458C-E053-6B04A8C0C84C},175000,2018-11-30 00:00,LE11 3RG,T,N,F,9,"",BORROWDALE WAY,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{7E86B6FB-031B-458C-E053-6B04A8C0C84C},215000,2018-12-07 00:00,LE16 9ET,T,N,F,11,"",GLADSTONE STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{79A74E22-96D3-1289-E053-6B04A8C01627},142000,2018-09-28 00:00,LE10 0YJ,F,N,F,27,"",SANSOME DRIVE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,B,A
{6DA0844A-17C5-30F2-E053-6B04A8C05F3B},225000,2018-03-22 00:00,LE67 6GY,S,N,F,19,"",WATER MEADOW WAY,"",IBSTOCK,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{6DA0844A-17E9-30F2-E053-6B04A8C05F3B},117950,2018-04-23 00:00,LE16 9GF,F,N,L,25,"",FOUNT COURT,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{6DA0844A-1613-30F2-E053-6B04A8C05F3B},152500,2018-04-06 00:00,LE13 0DJ,S,N,F,22,"",PRINCESS DRIVE,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{6DA0844A-1693-30F2-E053-6B04A8C05F3B},107500,2018-04-05 00:00,LE67 4BJ,S,N,F,84,"",BARDON ROAD,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{6DA0844A-16AE-30F2-E053-6B04A8C05F3B},74950,2018-02-21 00:00,LE10 0JD,F,N,L,47,"",GRANVILLE GARDENS,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{6DA0844A-1733-30F2-E053-6B04A8C05F3B},110000,2018-03-16 00:00,LE67 4JJ,T,N,F,101,"",WATERWORKS ROAD,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{6DA0844A-1740-30F2-E053-6B04A8C05F3B},180000,2018-03-29 00:00,LE67 9UW,S,N,F,195,"",MAIN STREET,"",MARKFIELD,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{7011B109-9044-8ED6-E053-6B04A8C075C1},200000,2018-06-15 00:00,LE11 5EP,D,N,F,27,"",COLLING CLOSE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{64342BFE-7159-422C-E053-6C04A8C0FB8A},175000,2018-01-05 00:00,LE13 0HA,S,N,F,132,"",TAMAR ROAD,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{64342BFE-71D8-422C-E053-6C04A8C0FB8A},104000,2018-01-16 00:00,LE10 0AS,T,N,F,9,"",MANOR STREET,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{773788C3-90DA-2CE4-E053-6C04A8C05E57},153000,2018-09-14 00:00,LE67 3JG,S,N,F,1,"",BOYLAN ROAD,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,B,A
{75050A85-5190-9A88-E053-6B04A8C02390},160000,2018-08-17 00:00,LE11 2LF,S,N,F,20,"",LOWTHER WAY,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{75050A85-53AF-9A88-E053-6B04A8C02390},160100,2018-07-20 00:00,LE65 2JA,T,N,F,32,"",DREW COURT,"",ASHBY-DE-LA-ZOUCH,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{75050A85-5046-9A88-E053-6B04A8C02390},161000,2018-08-03 00:00,LE18 4QJ,T,N,F,5,"",BLENHEIM CLOSE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{75050A85-5090-9A88-E053-6B04A8C02390},255000,2018-06-29 00:00,LE17 4DY,S,N,F,43,"",GILMORTON ROAD,"",LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,A
{726BF13B-AF99-0A46-E053-6C04A8C01D0D},292000,2018-07-02 00:00,LE11 3NF,T,N,F,41,"",KINGFISHER WAY,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{80E1AA98-4956-7BF8-E053-6C04A8C00BF2},143000,2018-12-14 00:00,LE10 0LS,T,N,F,170,"",STRATHMORE ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{80E1AA98-49A0-7BF8-E053-6C04A8C00BF2},200000,2018-09-07 00:00,LE13 0NP,T,N,F,30,"",NOTTINGHAM ROAD,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{80E1AA98-4E78-7BF8-E053-6C04A8C00BF2},109000,2018-11-30 00:00,LE10 0EZ,T,N,F,28,"",GWENDOLINE AVENUE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{80E1AA98-4EE0-7BF8-E053-6C04A8C00BF2},180000,2018-12-21 00:00,LE10 1QG,T,N,F,13,"",DRUID STREET,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{80E1AA98-4AA9-7BF8-E053-6C04A8C00BF2},112500,2018-11-30 00:00,LE9 7BB,T,N,F,11,"",OXFORD STREET,EARL SHILTON,LEICESTER,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{7C2D0700-4C54-4963-E053-6B04A8C07B97},175000,2018-10-29 00:00,LE11 3RG,T,N,F,7,"",BORROWDALE WAY,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{75050A85-509E-9A88-E053-6B04A8C02390},191000,2018-07-19 00:00,LE16 9AE,T,N,F,24,"",EAST STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{75050A85-50A1-9A88-E053-6B04A8C02390},162000,2018-07-20 00:00,LE18 3SD,T,N,F,64,"",FOSTON GATE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{75050A85-50E8-9A88-E053-6B04A8C02390},100000,2018-08-03 00:00,LE67 9RQ,F,N,L,16,"",PINEWOOD DRIVE,"",MARKFIELD,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{75050A85-5118-9A88-E053-6B04A8C02390},270000,2018-07-20 00:00,LE10 1XQ,D,N,F,10,"",FALMOUTH DRIVE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{75050A85-532F-9A88-E053-6B04A8C02390},180000,2018-07-20 00:00,LE10 0LH,S,N,F,9,"",NORTHFIELD ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{726BF13A-F74D-0A46-E053-6C04A8C01D0D},190000,2018-06-28 00:00,LE13 0GE,S,N,F,51,"",VALIANT WAY,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{726BF13A-F98F-0A46-E053-6C04A8C01D0D},125000,2018-07-02 00:00,LE11 1SN,T,N,F,62,"",WHARNCLIFFE ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{726BF13A-F399-0A46-E053-6C04A8C01D0D},118000,2018-06-15 00:00,LE11 5DT,T,N,F,58,"",PAGET STREET,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{726BF13A-F3B2-0A46-E053-6C04A8C01D0D},200000,2018-06-18 00:00,LE65 2JZ,S,N,F,5,"",MALVERN CRESCENT,"",ASHBY-DE-LA-ZOUCH,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{726BF13A-F3C8-0A46-E053-6C04A8C01D0D},160000,2018-05-24 00:00,LE17 4NP,T,N,F,3,"",DUNLEY WAY,"",LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,A
{726BF13A-F5BA-0A46-E053-6C04A8C01D0D},168500,2018-06-22 00:00,LE10 0LS,D,N,F,142,"",STRATHMORE ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{726BF13A-F80F-0A46-E053-6C04A8C01D0D},145000,2018-02-23 00:00,LE10 0FQ,T,N,F,5,"",BUNNEYS MEADOW,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{68FEB20B-AA6B-38DA-E053-6C04A8C051AE},185000,2018-02-23 00:00,LE10 0XY,S,N,F,3,"",LYNEHAM CLOSE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{68FEB20B-A52E-38DA-E053-6C04A8C051AE},188000,2018-03-09 00:00,LE16 9EX,T,N,F,52,"",GRANVILLE STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{68FEB20B-A738-38DA-E053-6C04A8C051AE},110000,2018-02-27 00:00,LE65 2JL,F,N,L,2,"",SMISBY ROAD,"",ASHBY-DE-LA-ZOUCH,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{68FEB20B-A582-38DA-E053-6C04A8C051AE},135000,2018-02-15 00:00,LE18 4NA,S,N,F,22,"",MATLOCK AVENUE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{68FEB20B-A5FE-38DA-E053-6C04A8C051AE},145000,2018-02-13 00:00,LE11 4PY,S,N,F,37,"",BLACKBROOK ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{68FEB20B-A65E-38DA-E053-6C04A8C051AE},218500,2018-02-23 00:00,LE17 4GT,S,N,F,3,"",DOUGLAS BADER DRIVE,"",LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,A
{7011B109-8CFE-8ED6-E053-6B04A8C075C1},143500,2018-05-17 00:00,LE10 0LJ,S,N,F,16,"",NORTHFIELD ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{7011B109-8F82-8ED6-E053-6B04A8C075C1},183000,2018-06-01 00:00,LE9 4LF,S,N,F,4,"",FREWEN DRIVE,SAPCOTE,LEICESTER,BLABY,LEICESTERSHIRE,A,A
{7011B109-91FA-8ED6-E053-6B04A8C075C1},225000,2018-05-25 00:00,LE16 9LU,D,N,F,36,"",RUPERT ROAD,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{79A74E21-C861-1289-E053-6B04A8C01627},113000,2018-08-22 00:00,LE18 4LX,T,N,F,79,"",LANSDOWNE GROVE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{79A74E21-C8D1-1289-E053-6B04A8C01627},165000,2018-08-17 00:00,LE11 2EE,S,N,F,18,"",PARK ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{6B32222C-653B-01F1-E053-6C04A8C0D2C8},92500,2018-04-16 00:00,LE11 5EL,F,N,L,12,"",BATES CLOSE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{6B32222C-63EE-01F1-E053-6C04A8C0D2C8},120000,2018-04-06 00:00,LE16 9AR,F,N,F,76,"",LOGAN STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{6B32222C-645B-01F1-E053-6C04A8C0D2C8},130000,2018-03-27 00:00,LE67 6GB,S,N,F,19,"",THE HASTINGS,"",IBSTOCK,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,B,A
{6B32222C-6327-01F1-E053-6C04A8C0D2C8},174000,2018-03-16 00:00,LE10 1UT,T,N,F,13,"",HIGHFIELDS ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{6B32222C-6347-01F1-E053-6C04A8C0D2C8},160000,2018-03-23 00:00,LE10 1AE,T,N,F,100,"",MOUNT ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{6B32222C-6374-01F1-E053-6C04A8C0D2C8},151000,2018-03-23 00:00,LE18 3ST,T,N,F,29,"",LIME KILNS,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{666758D6-FD0D-3363-E053-6B04A8C0D74E},85000,2018-02-09 00:00,LE10 0XQ,F,N,L,7,"",CLIFTON COURT,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{666758D6-FDAE-3363-E053-6B04A8C0D74E},72500,2018-02-01 00:00,LE10 0JD,F,N,L,27,"",GRANVILLE GARDENS,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{8F1B26BD-E1E2-53DB-E053-6C04A8C03649},87500,2018-07-20 00:00,LE18 4TR,F,N,L,17,"",JASMINE COURT,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{8A78B2B0-6406-5CB0-E053-6B04A8C0F504},267500,2019-05-22 00:00,LE11 3HD,S,N,F,40,"",ADAM DALE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{9B361206-6E69-1904-E053-6B04A8C0EEB5},68000,2019-11-14 00:00,LE18 4TR,F,N,L,23,"",JASMINE COURT,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{9B361206-6CEB-1904-E053-6B04A8C0EEB5},168000,2019-12-02 00:00,LE18 3ST,T,N,F,29,"",LIME KILNS,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{9B361206-6F55-1904-E053-6B04A8C0EEB5},195000,2019-12-09 00:00,LE10 0WU,D,N,F,15,"",OMAHA DRIVE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{8A78B2AF-BCA1-5CB0-E053-6B04A8C0F504},167000,2019-05-15 00:00,LE11 2JQ,T,N,F,59,"",HAZEL ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{8A78B2AF-BB83-5CB0-E053-6B04A8C0F504},160000,2019-02-08 00:00,LE11 3HX,S,N,F,250,"",FOREST ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{8A78B2AF-BD4B-5CB0-E053-6B04A8C0F504},145000,2019-04-26 00:00,LE11 2LZ,S,N,F,66,"",MANOR ROAD,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{8A78B2AF-BFF7-5CB0-E053-6B04A8C0F504},158000,2019-05-03 00:00,LE16 9LP,T,N,F,17,"",RITCHIE PARK,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{8A78B2AF-BC3A-5CB0-E053-6B04A8C0F504},161640,2019-05-17 00:00,LE13 0QH,T,N,F,17,"",ALBERT STREET,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{8A78B2AF-BC71-5CB0-E053-6B04A8C0F504},366000,2019-05-03 00:00,LE10 1TE,D,N,F,41,"",SUNNYSIDE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{8355F009-CA31-55C5-E053-6B04A8C0D090},190000,2019-02-01 00:00,LE9 8FX,D,N,F,96,"",CHARNWOOD ROAD,BARWELL,LEICESTER,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,B,A
{93E6821E-81B3-40FD-E053-6B04A8C0C1DF},250000,2019-08-30 00:00,LE16 7ND,T,N,F,34,"",DAVIES CLOSE,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{93E6821E-8219-40FD-E053-6B04A8C0C1DF},195000,2019-08-23 00:00,LE7 7PS,T,N,F,19,"",MOUNTSORREL LANE,ROTHLEY,LEICESTER,CHARNWOOD,LEICESTERSHIRE,A,A
{93E6821E-80A6-40FD-E053-6B04A8C0C1DF},300000,2019-09-06 00:00,LE16 9PE,T,N,F,26,"",NITHSDALE AVENUE,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{93E6821E-7EF4-40FD-E053-6B04A8C0C1DF},135500,2019-08-22 00:00,LE11 2DW,T,N,F,15,"",ALBERT STREET,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{87E1551E-5342-6405-E053-6C04A8C0B2EE},182000,2019-03-28 00:00,LE16 7EL,S,N,F,19,"",RUTLAND WALK,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{8F1B26BD-DF24-53DB-E053-6C04A8C03649},172000,2019-07-09 00:00,LE16 9BB,T,N,F,13,"",STEVENS STREET,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{87E1551E-E502-6405-E053-6C04A8C0B2EE},102000,2019-04-03 00:00,LE67 9WW,T,N,F,10,"",THE RUSHES,"",MARKFIELD,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,B,A
{8F1B26BD-E337-53DB-E053-6C04A8C03649},174950,2019-05-21 00:00,LE16 9NB,T,N,F,13,"",MAURICE ROAD,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{8F1B26BD-E391-53DB-E053-6C04A8C03649},160000,2019-07-15 00:00,LE10 0DH,D,N,F,75,"",EDWARD STREET,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{80E1AA98-4C54-7BF8-E053-6C04A8C00BF2},82000,2019-01-11 00:00,LE18 4TR,F,N,L,12,"",JASMINE COURT,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{8355F009-263E-55C5-E053-6B04A8C0D090},162000,2019-01-30 00:00,LE18 3SD,T,N,F,64,"",FOSTON GATE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{8355F009-2A14-55C5-E053-6B04A8C0D090},197000,2019-01-23 00:00,LE10 1SZ,S,N,F,14,"",SAVILLE CLOSE,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{8355F009-26DE-55C5-E053-6B04A8C0D090},208000,2019-01-30 00:00,LE18 1HF,S,N,F,32,"",GUILFORD DRIVE,"",WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,A
{8355F009-2AAB-55C5-E053-6B04A8C0D090},92000,2019-02-15 00:00,LE67 3GB,T,N,F,8,"",BRIDLE ROAD,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{8355F009-276E-55C5-E053-6B04A8C0D090},222500,2019-01-22 00:00,LE16 7DN,S,N,F,38,"",MILL HILL ROAD,"",MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,A
{8355F009-2793-55C5-E053-6B04A8C0D090},262475,2019-02-18 00:00,LE10 2GA,S,N,F,8,"",CANBERRA WAY,BURBAGE,HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{919FEC05-6D2F-9A90-E053-6C04A8C0A300},148000,2019-06-14 00:00,LE11 4EN,S,N,F,12,"",RUDYARD CLOSE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{9B361207-0E02-1904-E053-6B04A8C0EEB5},158000,2019-10-17 00:00,LE67 4RH,S,N,F,14,"",GREENHILL ROAD,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,B,A
{B5755FFE-261A-7D01-E053-6C04A8C036B6},210000,2019-08-16 00:00,LE13 1SE,S,N,F,55,"",THORPE ROAD,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,A,A
{9DBAD221-E6B1-6EB3-E053-6B04A8C0F257},150000,2019-11-22 00:00,LE10 0LJ,S,N,F,16,"",NORTHFIELD ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{9DBAD221-E72C-6EB3-E053-6B04A8C0F257},200000,2019-11-08 00:00,LE11 1RB,S,N,F,73,"",ALBERT PROMENADE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{98C75472-B85E-72E9-E053-6B04A8C042F0},99000,2019-11-19 00:00,LE13 1QX,T,N,F,50,"",SALISBURY AVENUE,"",MELTON MOWBRAY,MELTON,LEICESTERSHIRE,B,A
{8F1B26BE-95D3-53DB-E053-6C04A8C03649},145000,2019-07-25 00:00,LE67 4HE,S,N,F,46,"",BRADGATE DRIVE,"",COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,B,A
{8F1B26BE-958B-53DB-E053-6C04A8C03649},220000,2019-06-28 00:00,LE11 1RB,S,N,F,73,"",ALBERT PROMENADE,"",LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,B,A
{8CAC1318-6A8B-0253-E053-6B04A8C08E51},80000,2019-06-18 00:00,LE67 6NN,T,N,F,132,"",MELBOURNE ROAD,"",IBSTOCK,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{8CAC1318-6D1B-0253-E053-6B04A8C08E51},195000,2019-05-24 00:00,LE10 0HR,S,N,F,99,"",STANLEY ROAD,"",HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
