match_key,unique_id,LMK_KEY,geocode_query,latitude,longitude,display_name,geocode_status,distance_to_prison_m
LE101SQ|73 ASHBY ROAD HINCKLEY,{BC8936BB-B8A1-0E2C-E053-6C04A8C0DBF4},58dbccd72720a4411e6205ca3ff0ced476db4cd66ff6c433425092f6b3a6294b,"73 ASHBY ROAD HINCKLEY, LE10 1SQ, United Kingdom",52.552446,-1.3658414,"Ashby Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1SQ, United Kingdom",ok,15328.4865590172
LE101ST|1 BEDALE AVENUE HINCKLEY,{C6209F5F-8041-295E-E053-6C04A8C0DDCC},e822459fa6eda0fd548412733902bc3387a01f769c93c925c08ab191a91d777f,"1 BEDALE AVENUE HINCKLEY, LE10 1ST, United Kingdom",52.5512213,-1.3584445,"1, Bedale Avenue, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1ST, United Kingdom",ok,14876.3423782767
LE101SZ|14 SAVILLE CLOSE HINCKLEY,{8355F009-2A14-55C5-E053-6B04A8C0D090},59e7165fc64291cbd032cb28894c386aa7bd682603b92f3d8a23af0d3e46a814,"14 SAVILLE CLOSE HINCKLEY, LE10 1SZ, United Kingdom",52.5509376,-1.360983,"Saville Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1SZ, United Kingdom",ok,15050.4089188098
LE101SZ|14 SAVILLE CLOSE HINCKLEY,{E53EDD2D-ED12-83EC-E053-6B04A8C03A59},59e7165fc64291cbd032cb28894c386aa7bd682603b92f3d8a23af0d3e46a814,"14 SAVILLE CLOSE HINCKLEY, LE10 1SZ, United Kingdom",52.5509376,-1.360983,"Saville Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1SZ, United Kingdom",ok,15050.4089188098
LE101TD|14 STONEYGATE DRIVE HINCKLEY,{C8A3A576-59B3-0425-E053-6C04A8C0947B},b61bf7ff3d3669cacf0e4b7024f5346a0ace8f38efe67fc62f00b4dfc0594051,"14 STONEYGATE DRIVE HINCKLEY, LE10 1TD, United Kingdom",52.5516207,-1.3597934,"Stoneygate Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TB, United Kingdom",ok,14953.6411332475
LE101TD|20 STONEYGATE DRIVE HINCKLEY,{3C65D70A-8B46-4D44-9635-6861029C5929},67e9899c5ffe66f8f5082abc9cbcee13d6e3d1d7295eaed0ad9d32e54f6c83ee,"20 STONEYGATE DRIVE HINCKLEY, LE10 1TD, United Kingdom",52.5516207,-1.3597934,"Stoneygate Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TB, United Kingdom",ok,14953.6411332475
LE101TD|58 STONEYGATE DRIVE HINCKLEY,{DE2D0CDF-E114-51EE-E053-6C04A8C00671},9e08790d5593c00b18729ef8e58dd52b77843482a4daa82d54b87070502a3ffb,"58 STONEYGATE DRIVE HINCKLEY, LE10 1TD, United Kingdom",52.5516207,-1.3597934,"Stoneygate Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TB, United Kingdom",ok,14953.6411332475
LE101TE|22 SUNNYSIDE HINCKLEY,{E073986B-6A62-2134-E053-6C04A8C0233B},b8cbc462d0981bc4737699132ccd120442ca3f7ec5f45d40a32fa7b719ccd95c,"22 SUNNYSIDE HINCKLEY, LE10 1TE, United Kingdom",52.5539632,-1.3666134,"22, Sunnyside, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TE, United Kingdom",ok,15340.669588651
LE101TE|41 SUNNYSIDE HINCKLEY,{8A78B2AF-BC71-5CB0-E053-6B04A8C0F504},8ebdec9e5555e0afd2c4d3953127bb4e1c3feee596e88748609bd10413c3bccb,"41 SUNNYSIDE HINCKLEY, LE10 1TE, United Kingdom",52.5533937,-1.3674484,"Sunnyside, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TE, United Kingdom",ok,15409.9194246763
LE101TF|11 COPPICE CLOSE HINCKLEY,{0B853950-1F60-69A5-E063-4704A8C07DAC},69932f9373d73530aa2210a55128865ddf7d184e0a5741e63f7676fc1eee8d1d,"11 COPPICE CLOSE HINCKLEY, LE10 1TF, United Kingdom",52.5533974,-1.357392,"Coppice Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TF, United Kingdom",ok,14748.3784772076
LE101TG|13 LANESIDE DRIVE HINCKLEY,{D707E535-8A68-0AD9-E053-6B04A8C067CC},fa103c357818a336bcec29f330aebd97e4c59ffc7d54133475ef48b703148175,"13 LANESIDE DRIVE HINCKLEY, LE10 1TG, United Kingdom",52.553141,-1.3558842,"Laneside Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TN, United Kingdom",ok,14656.1614366573
LE101TG|13 LANESIDE DRIVE HINCKLEY,{13A60B2B-FBB9-4DD8-8985-51B5FDD87057},fa103c357818a336bcec29f330aebd97e4c59ffc7d54133475ef48b703148175,"13 LANESIDE DRIVE HINCKLEY, LE10 1TG, United Kingdom",52.553141,-1.3558842,"Laneside Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TN, United Kingdom",ok,14656.1614366573
LE101TG|19 LANESIDE DRIVE HINCKLEY,{F5E8B082-3E40-3A13-E053-6C04A8C060B7},4f3f2ba2537abdc8ee770f08c34eb85d606fa171885f47300883437799662048,"19 LANESIDE DRIVE HINCKLEY, LE10 1TG, United Kingdom",52.553141,-1.3558842,"Laneside Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TN, United Kingdom",ok,14656.1614366573
LE101TG|19 LANESIDE DRIVE HINCKLEY,{06C9F487-85B8-9388-E063-4804A8C0BD98},4f3f2ba2537abdc8ee770f08c34eb85d606fa171885f47300883437799662048,"19 LANESIDE DRIVE HINCKLEY, LE10 1TG, United Kingdom",52.553141,-1.3558842,"Laneside Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TN, United Kingdom",ok,14656.1614366573
LE101TG|19 LANESIDE DRIVE HINCKLEY,{5376B385-9E65-34C1-E053-6B04A8C09FF6},4f3f2ba2537abdc8ee770f08c34eb85d606fa171885f47300883437799662048,"19 LANESIDE DRIVE HINCKLEY, LE10 1TG, United Kingdom",52.553141,-1.3558842,"Laneside Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TN, United Kingdom",ok,14656.1614366573
LE101TH|26 FIELD CLOSE HINCKLEY,{BEF7EBBF-0820-7A76-E053-6B04A8C092F7},ff03df5d33702acd27635ed814d70fea8418f8c9f2ec39f0f3ee2b2f9aa10352,"26 FIELD CLOSE HINCKLEY, LE10 1TH, United Kingdom",52.5543802,-1.3584475,"Field Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TH, United Kingdom",ok,14792.3840774747
LE101TH|26 FIELD CLOSE HINCKLEY,{E2D14905-AD27-4C2D-E053-6B04A8C0422B},ff03df5d33702acd27635ed814d70fea8418f8c9f2ec39f0f3ee2b2f9aa10352,"26 FIELD CLOSE HINCKLEY, LE10 1TH, United Kingdom",52.5543802,-1.3584475,"Field Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TH, United Kingdom",ok,14792.3840774747
LE101TJ|16 ZEALAND CLOSE HINCKLEY,{BEF7EBBF-07FB-7A76-E053-6B04A8C092F7},1d0f2540622df00fbef57264a72724b155c31e47083cc80409a74bd942e4bd54,"16 ZEALAND CLOSE HINCKLEY, LE10 1TJ, United Kingdom",52.5539924,-1.3576749,"Zealand Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TJ, United Kingdom",ok,14751.4777581687
LE101TL|15 BRAMCOTE CLOSE HINCKLEY,{BEF7EBBF-084F-7A76-E053-6B04A8C092F7},0d94b32fd59f237255456ba4c6080f538ebda30caf5b87cce249d0d33a352e60,"15 BRAMCOTE CLOSE HINCKLEY, LE10 1TL, United Kingdom",52.5513935,-1.3558859,"15, Bramcote Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TL, United Kingdom",ok,14704.0950207889
LE101TQ|24 TWEEDSIDE CLOSE HINCKLEY,{CB0035E5-F998-58AE-E053-6B04A8C091AF},19c206f635569b787b517e4dc051b88d8b1d8288076cafc345fe2d2510cfa994,"24 TWEEDSIDE CLOSE HINCKLEY, LE10 1TQ, United Kingdom",52.5552143,-1.3564943,"24, Tweedside Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TQ, United Kingdom",ok,14642.7661342926
LE101TQ|24 TWEEDSIDE CLOSE HINCKLEY,{2131FCF6-34DA-86E8-E063-4804A8C0372B},19c206f635569b787b517e4dc051b88d8b1d8288076cafc345fe2d2510cfa994,"24 TWEEDSIDE CLOSE HINCKLEY, LE10 1TQ, United Kingdom",52.5552143,-1.3564943,"24, Tweedside Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TQ, United Kingdom",ok,14642.7661342926
LE101TQ|30 TWEEDSIDE CLOSE HINCKLEY,{B0A9D11B-9456-4C1F-E053-6C04A8C0D716},b6c795a61b192adac4473695347749cbbedb66f6f4864c2bf9fc906c93bd9c06,"30 TWEEDSIDE CLOSE HINCKLEY, LE10 1TQ, United Kingdom",52.5553832,-1.3566756,"30, Tweedside Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1TQ, United Kingdom",ok,14650.5119404103
LE101TX|18 KINGSTON DRIVE HINCKLEY,{D22473F5-9F6B-7B40-E053-6C04A8C0A630},fe092b73cba8715a82706a82a0f96cb98d9da46b28ed14efced72c12d6ce88ee,"18 KINGSTON DRIVE HINCKLEY, LE10 1TX, United Kingdom",52.5567164,-1.3605703,"18, Kingston Drive, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1TX, United Kingdom",ok,14875.5131551615
LE101UB|72 SOUTHFIELD ROAD HINCKLEY,{CFC9085D-6207-9A70-E053-6B04A8C09D6A},dfb54842b775fe92557d9bb0541feb775fdb5852adf2187522b40aac3dbc1592,"72 SOUTHFIELD ROAD HINCKLEY, LE10 1UB, United Kingdom",52.5367047,-1.3665856,"Southfield Road, Lash Hill, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1BE, United Kingdom",ok,15878.0977018187
LE101UB|72 SOUTHFIELD ROAD HINCKLEY,{47844C7F-F9D9-8986-E050-A8C063056488},dfb54842b775fe92557d9bb0541feb775fdb5852adf2187522b40aac3dbc1592,"72 SOUTHFIELD ROAD HINCKLEY, LE10 1UB, United Kingdom",52.5367047,-1.3665856,"Southfield Road, Lash Hill, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1BE, United Kingdom",ok,15878.0977018187
LE101UQ|25 WENDOVER DRIVE HINCKLEY,{DBA933F9-9D67-669D-E053-6B04A8C0AD56},e8ffff6c2ff785dbfa7f9cc460f194cf072945f4da2bee6668588b3eb5b4562c,"25 WENDOVER DRIVE HINCKLEY, LE10 1UQ, United Kingdom",52.556684,-1.3627645,"Wendover Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UQ, United Kingdom",ok,15021.3322907814
LE101UQ|25 WENDOVER DRIVE HINCKLEY,{66BA0CE6-3394-4FB7-80C0-F6510CFF76AB},e8ffff6c2ff785dbfa7f9cc460f194cf072945f4da2bee6668588b3eb5b4562c,"25 WENDOVER DRIVE HINCKLEY, LE10 1UQ, United Kingdom",52.556684,-1.3627645,"Wendover Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UQ, United Kingdom",ok,15021.3322907814
LE101UT|13 HIGHFIELDS ROAD HINCKLEY,{6B32222C-6327-01F1-E053-6C04A8C0D2C8},e307da33d3631903c1335a51b70224906b7995a552ca97286e1842b9e2d1d8b6,"13 HIGHFIELDS ROAD HINCKLEY, LE10 1UT, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UT|13 HIGHFIELDS ROAD HINCKLEY,{BA558B32-BFAE-76EF-E053-6B04A8C0B4B7},e307da33d3631903c1335a51b70224906b7995a552ca97286e1842b9e2d1d8b6,"13 HIGHFIELDS ROAD HINCKLEY, LE10 1UT, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UU|10 HIGHFIELDS ROAD HINCKLEY,{31FB4C17-9114-57B9-E050-A8C063053436},0f9c09205d9873eb31225bb1fae88d7af881d894c4ffcde70acd31c640260856,"10 HIGHFIELDS ROAD HINCKLEY, LE10 1UU, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UU|4 HIGHFIELDS ROAD HINCKLEY,{D22473F5-9B0E-7B40-E053-6C04A8C0A630},54f8b87edccee8ea9c4397c9bed394170b0296d1e478876b737e921da7d5db46,"4 HIGHFIELDS ROAD HINCKLEY, LE10 1UU, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UU|4 HIGHFIELDS ROAD HINCKLEY,{01EB45EF-EA2B-40F3-E063-4704A8C05FDE},54f8b87edccee8ea9c4397c9bed394170b0296d1e478876b737e921da7d5db46,"4 HIGHFIELDS ROAD HINCKLEY, LE10 1UU, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UU|4 HIGHFIELDS ROAD HINCKLEY,{1C73B18A-07C2-4855-9FBA-3051F571A722},54f8b87edccee8ea9c4397c9bed394170b0296d1e478876b737e921da7d5db46,"4 HIGHFIELDS ROAD HINCKLEY, LE10 1UU, United Kingdom",52.5452259,-1.3648292,"Highfields Road, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UT, United Kingdom",ok,15470.758608448
LE101UW|20 DRAKE WAY HINCKLEY,{E2D14905-ADFD-4C2D-E053-6B04A8C0422B},76d43e875e6a7afa2bc5fdd9db3e1fd04c9849813e9a4bf9975ab3212a7783f6,"20 DRAKE WAY HINCKLEY, LE10 1UW, United Kingdom",52.5568896,-1.3704602,"Drake Way, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UW, United Kingdom",ok,15526.0095798993
LE101UY|12 JOHN STREET HINCKLEY,{21E5FEB7-0181-2439-E050-A8C06205342E},a7d6da59e1b24da203f4193a9abaf7687b1c03bceb5644d5763b3ec41f29c3ff,"12 JOHN STREET HINCKLEY, LE10 1UY, United Kingdom",52.5462579,-1.3659736,"John Street, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UY, United Kingdom",ok,15512.8928042189
LE101UY|16 JOHN STREET HINCKLEY,{C8A3A576-58B5-0425-E053-6C04A8C0947B},1c7e2dd4a99b0cc48b520106e55066f6748ebd56974a7b23c7eba83a675ac7eb,"16 JOHN STREET HINCKLEY, LE10 1UY, United Kingdom",52.5462579,-1.3659736,"John Street, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UY, United Kingdom",ok,15512.8928042189
LE101UY|42 JOHN STREET HINCKLEY,{44F406B6-9B18-1095-E063-4704A8C048D4},0939a62aa5784bfc4276bb606a870065120604fc1476db2c8cda5cf864f0f340,"42 JOHN STREET HINCKLEY, LE10 1UY, United Kingdom",52.5462579,-1.3659736,"John Street, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1UY, United Kingdom",ok,15512.8928042189
LE101XL|5 TRURO CLOSE HINCKLEY,{F87E72F9-1F32-176C-E053-6B04A8C0D2BE},ea4179526949ffd4068c3c260207d19b02f72526eb1220cecf830db27f72e544,"5 TRURO CLOSE HINCKLEY, LE10 1XL, United Kingdom",52.5572346,-1.3639879,"Truro Close, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1XL, United Kingdom",ok,15089.6977767867
LE101XN|31 NEWQUAY CLOSE HINCKLEY,{E2D14905-AE62-4C2D-E053-6B04A8C0422B},65730ed71a10ad8d5251aeae9723801fddfba21f8abd5f57aace79ec7aa30a1f,"31 NEWQUAY CLOSE HINCKLEY, LE10 1XN, United Kingdom",52.5576695,-1.3615059,"Newquay Close, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1XN, United Kingdom",ok,14915.5917597274
LE101XN|36 NEWQUAY CLOSE HINCKLEY,{DBA933F9-9EC1-669D-E053-6B04A8C0AD56},a5e41a219b29b00e7c5633d92631620de166b2d99bbd60e26cd657cc3833beac,"36 NEWQUAY CLOSE HINCKLEY, LE10 1XN, United Kingdom",52.5576695,-1.3615059,"Newquay Close, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1XN, United Kingdom",ok,14915.5917597274
LE101XN|6 NEWQUAY CLOSE HINCKLEY,{E2D14905-AE8A-4C2D-E053-6B04A8C0422B},0478baf4af48f30aebbaed81b299f89b2d0e43822b680499e7da751398235bb1,"6 NEWQUAY CLOSE HINCKLEY, LE10 1XN, United Kingdom",52.5576695,-1.3615059,"Newquay Close, Barwell, Hinckley and Bosworth, Leicestershire, England, LE10 1XN, United Kingdom",ok,14915.5917597274
LE101XQ|10 FALMOUTH DRIVE HINCKLEY,{75050A85-5118-9A88-E053-6B04A8C02390},e8f723baae6fe9c01fcb76d8f6174e421287a93876f030a3e85d34303ae7fb53,"10 FALMOUTH DRIVE HINCKLEY, LE10 1XQ, United Kingdom",52.5575718,-1.3632927,"Falmouth Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1XQ, United Kingdom",ok,15036.0939663004
LE101XQ|10 FALMOUTH DRIVE HINCKLEY,{31C68072-42B1-FEE3-E063-4804A8C04F37},e8f723baae6fe9c01fcb76d8f6174e421287a93876f030a3e85d34303ae7fb53,"10 FALMOUTH DRIVE HINCKLEY, LE10 1XQ, United Kingdom",52.5575718,-1.3632927,"Falmouth Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1XQ, United Kingdom",ok,15036.0939663004
LE101XQ|7 FALMOUTH DRIVE HINCKLEY,{36A61A94-B926-DEF2-E063-4704A8C046AE},b26a138fc6f757e805511b63db94465baabaa2d15f13b2becb6f8bfa733c201a,"7 FALMOUTH DRIVE HINCKLEY, LE10 1XQ, United Kingdom",52.5575718,-1.3632927,"Falmouth Drive, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 1XQ, United Kingdom",ok,15036.0939663004
LE102AP|5 PUGHES CLOSE BURBAGE HINCKLEY,{EC7AD09A-A567-9200-E053-6C04A8C0E306},2a3d19899086dc822e7f88b3fb80be6457f1e18646e688a9d2bdb6aadf0aac4d,"5 PUGHES CLOSE BURBAGE HINCKLEY, LE10 2AP, United Kingdom",,,,no_result,
LE102AR|16 SALISBURY ROAD BURBAGE HINCKLEY,{2859C1AC-22D3-52B4-E063-4804A8C05948},c7e40b9abda5eccec45d8d4200578dc8b61ea222012654e493e1bd7dd0cdc7de,"16 SALISBURY ROAD BURBAGE HINCKLEY, LE10 2AR, United Kingdom",52.5334001,-1.3437017,"Salisbury Road, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2AR, United Kingdom",ok,14570.0285638374
LE102AS|33 SAPCOTE ROAD BURBAGE HINCKLEY,{2D4D7609-276D-BDF9-E063-4804A8C0672F},335ed4d24c5ebeafe423cdbc22e49bf0cb6dde7c4ce73f83502aa3b4a2081326,"33 SAPCOTE ROAD BURBAGE HINCKLEY, LE10 2AS, United Kingdom",52.537101,-1.3488269,"Sapcote Road, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2AU, United Kingdom",ok,14736.697467443
LE102AS|33 SAPCOTE ROAD BURBAGE HINCKLEY,{2D4D7609-276C-BDF9-E063-4804A8C0672F},335ed4d24c5ebeafe423cdbc22e49bf0cb6dde7c4ce73f83502aa3b4a2081326,"33 SAPCOTE ROAD BURBAGE HINCKLEY, LE10 2AS, United Kingdom",52.537101,-1.3488269,"Sapcote Road, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2AU, United Kingdom",ok,14736.697467443
LE102AU|56 SAPCOTE ROAD BURBAGE HINCKLEY,{5A9D8B55-5F01-68EB-E053-6B04A8C0D293},8d35f516f43807f6b3439fcb8a22dcee7233ee4f636d39d3ee2cb43551eb75ff,"56 SAPCOTE ROAD BURBAGE HINCKLEY, LE10 2AU, United Kingdom",52.537101,-1.3488269,"Sapcote Road, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2AU, United Kingdom",ok,14736.697467443
LE102AU|56 SAPCOTE ROAD BURBAGE HINCKLEY,{404A5AF4-641C-CD2B-E050-A8C063055C7B},8d35f516f43807f6b3439fcb8a22dcee7233ee4f636d39d3ee2cb43551eb75ff,"56 SAPCOTE ROAD BURBAGE HINCKLEY, LE10 2AU, United Kingdom",52.537101,-1.3488269,"Sapcote Road, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2AU, United Kingdom",ok,14736.697467443
LE102BD|55 WOODLAND AVENUE BURBAGE HINCKLEY,{25E9DA81-0734-555E-E063-4704A8C066F2},2d989580609f540a2785e068320ab8e9a72ca1a2dff1e97cdd7e6539c194b568,"55 WOODLAND AVENUE BURBAGE HINCKLEY, LE10 2BD, United Kingdom",52.5337534,-1.3484952,"Woodland Avenue, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2BD, United Kingdom",ok,14853.835803766
LE102BD|55 WOODLAND AVENUE BURBAGE HINCKLEY,{2FD36065-B947-4BF8-E050-A8C0620562B1},2d989580609f540a2785e068320ab8e9a72ca1a2dff1e97cdd7e6539c194b568,"55 WOODLAND AVENUE BURBAGE HINCKLEY, LE10 2BD, United Kingdom",52.5337534,-1.3484952,"Woodland Avenue, Lash Hill, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2BD, United Kingdom",ok,14853.835803766
LE102DU|37 SKETCHLEY ROAD BURBAGE HINCKLEY,{B82222ED-04E3-6691-E053-6B04A8C02FB2},09300efb639421611b1a9eabaa8002e451cbd541d69d16d20cf60200ec2fbc1a,"37 SKETCHLEY ROAD BURBAGE HINCKLEY, LE10 2DU, United Kingdom",52.5271042,-1.3556535,"Sketchley Road, Tilton, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2DU, United Kingdom",ok,15591.6154533684
LE102DU|37 SKETCHLEY ROAD BURBAGE HINCKLEY,{DE2D0CDF-E202-51EE-E053-6C04A8C00671},09300efb639421611b1a9eabaa8002e451cbd541d69d16d20cf60200ec2fbc1a,"37 SKETCHLEY ROAD BURBAGE HINCKLEY, LE10 2DU, United Kingdom",52.5271042,-1.3556535,"Sketchley Road, Tilton, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2DU, United Kingdom",ok,15591.6154533684
LE102DU|43 SKETCHLEY ROAD BURBAGE HINCKLEY,{DBA933F9-9EC2-669D-E053-6B04A8C0AD56},20e09b385e4acd85d19ecbe8bdf8355522ced4d2ecda2651a0b81e7c8878ec94,"43 SKETCHLEY ROAD BURBAGE HINCKLEY, LE10 2DU, United Kingdom",52.5271042,-1.3556535,"Sketchley Road, Tilton, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2DU, United Kingdom",ok,15591.6154533684
LE102DU|43 SKETCHLEY ROAD BURBAGE HINCKLEY,{745BB749-51A8-4171-82AD-96A6B65C5F8B},20e09b385e4acd85d19ecbe8bdf8355522ced4d2ecda2651a0b81e7c8878ec94,"43 SKETCHLEY ROAD BURBAGE HINCKLEY, LE10 2DU, United Kingdom",52.5271042,-1.3556535,"Sketchley Road, Tilton, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2DU, United Kingdom",ok,15591.6154533684
LE102EL|7 PILGRIMS GATE BURBAGE HINCKLEY,{D22473F5-99B8-7B40-E053-6C04A8C0A630},24a981b70cb19019a2a0198ff252bc1995ad26b8f6792dfacc8e8011ba7ebe08,"7 PILGRIMS GATE BURBAGE HINCKLEY, LE10 2EL, United Kingdom",52.5287317,-1.3492011,"Pilgrims Gate, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2EL, United Kingdom",ok,15119.3233304096
LE102FW|3 DEEPDALE ROAD BURBAGE HINCKLEY,{402A3A66-11A0-A7DF-E063-4804A8C0B80D},925ad9ab20b809f8cded38c99d2486c4014efd74c48e6dd2a6b7c02ac48b5c57,"3 DEEPDALE ROAD BURBAGE HINCKLEY, LE10 2FW, United Kingdom",52.5234959,-1.3430426,"Deepdale Road, Burbage, Hinckley, Hinckley and Bosworth, Leicestershire, England, LE10 2FP, United Kingdom",ok,14995.9519879614
LE102GA|8 CANBERRA WAY BURBAGE HINCKLEY,{8355F009-2793-55C5-E053-6B04A8C0D090},ae1a286b7f25ea2a7f9d0b1199f33246f56d5498ccd72dddd4c98e6b1b95adc4,"8 CANBERRA WAY BURBAGE HINCKLEY, LE10 2GA, United Kingdom",52.5214143,-1.3621895,"Canberra Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GA, United Kingdom",ok,16259.6510712121
LE102GA|8 CANBERRA WAY BURBAGE HINCKLEY,{42C129E4-C780-60A9-E063-4804A8C0C25D},ae1a286b7f25ea2a7f9d0b1199f33246f56d5498ccd72dddd4c98e6b1b95adc4,"8 CANBERRA WAY BURBAGE HINCKLEY, LE10 2GA, United Kingdom",52.5214143,-1.3621895,"Canberra Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GA, United Kingdom",ok,16259.6510712121
LE102GA|8 CANBERRA WAY BURBAGE HINCKLEY,{B2E2AA59-BBB3-4BCF-AB57-2423316BC4B6},ae1a286b7f25ea2a7f9d0b1199f33246f56d5498ccd72dddd4c98e6b1b95adc4,"8 CANBERRA WAY BURBAGE HINCKLEY, LE10 2GA, United Kingdom",52.5214143,-1.3621895,"Canberra Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GA, United Kingdom",ok,16259.6510712121
LE102GA|8 CANBERRA WAY BURBAGE HINCKLEY,{4AC5667E-1D54-41E7-BE7C-60FC5B4BB5C2},ae1a286b7f25ea2a7f9d0b1199f33246f56d5498ccd72dddd4c98e6b1b95adc4,"8 CANBERRA WAY BURBAGE HINCKLEY, LE10 2GA, United Kingdom",52.5214143,-1.3621895,"Canberra Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GA, United Kingdom",ok,16259.6510712121
LE102GE|5 DE HAVILLAND WAY BURBAGE HINCKLEY,{1775CCF7-5341-38BA-E063-4704A8C05A7C},17568208e2cf82e381d0b6b95e4a9e6b693140e9244f95eba162aa2cd9f7e398,"5 DE HAVILLAND WAY BURBAGE HINCKLEY, LE10 2GE, United Kingdom",52.5218759,-1.3608166,"De Havilland Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GE, United Kingdom",ok,16153.6973898096
LE102GE|5 DE HAVILLAND WAY BURBAGE HINCKLEY,{64342BFE-730D-422C-E053-6C04A8C0FB8A},17568208e2cf82e381d0b6b95e4a9e6b693140e9244f95eba162aa2cd9f7e398,"5 DE HAVILLAND WAY BURBAGE HINCKLEY, LE10 2GE, United Kingdom",52.5218759,-1.3608166,"De Havilland Way, Sketchley, Burbage, Stretton Baskerville, Hinckley and Bosworth, Leicestershire, England, LE10 2GE, United Kingdom",ok,16153.6973898096
